cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
cord_uid_000079,sha_0000004f,Custom,Mortality Asymptomatic: A diagnosis Study,10.1000/000079,,621433,custom,This study investigates COVID-19 in relation to diagnosis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 1011 patients.,2021-02-17,"Davis, G.; Miller, F.; Gonzalez, L.; Martin, S.",Science,mag_00000079,cov_000079,,,,,
cord_uid_000080,sha_00000050,PMC,Vaccine Covid-19 Lockdown: A recovery Study,10.1000/000080,PMC0000080,,custom,This study investigates comorbidity in relation to recovery. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 3470 patients.,2021-02-26,"Jones, D.; Miller, F.; Hernandez, J.",Clinical Infectious Diseases,mag_00000080,,,pdf_000080.json,,https://example.com/paper/80,
cord_uid_000081,,PubMed,Sars-Cov-2 Icu Outbreak: A gastrointestinal Study,10.1000/000081,PMC0000081,791309,custom,This study investigates coronavirus in relation to gastrointestinal. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 102 patients.,2022-12-15,"Jones, D.; Davis, G.; Williams, B.; Martin, S.",Nature,,,,,,https://example.com/paper/81,
cord_uid_000082,sha_00000052,WHO,Pandemic: A dermatological Study,10.1000/000082,PMC0000082,831105,cc-by,This study investigates pandemic in relation to dermatological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 2024 patients.,2022-04-30,"Martin, S.; Taylor, P.",JAMA,mag_00000082,cov_000082,,pdf_000082.json,pmc_000082.json,,
cord_uid_000083,sha_00000053,PubMed,Covid-19: A cardiovascular Study,10.1000/000083,,817675,cc-by-nc,This study investigates transmission in relation to cardiovascular. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 3604 patients.,2022-08-01,"Jackson, R.; Brown, C.; Taylor, P.",Emerging Infectious Diseases,mag_00000083,,,pdf_000083.json,,,
cord_uid_000084,,PubMed,Social Distancing: A pathogenesis Study,10.1000/000084,PMC0000084,911131,cc-by-nc,,2022-02-23,"Hernandez, J.; Gonzalez, L.; Jones, D.; Williams, B.; Lopez, K.",Nature,mag_00000084,cov_000084,,,,,
cord_uid_000085,,CDC,Outbreak: A diagnosis Study,10.1000/000085,,,cc-by,This study investigates hospitalization in relation to diagnosis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 722 patients.,2022-01-17,"Jones, D.; Gonzalez, L.; Martin, S.",Science,,,,,,,
cord_uid_000086,,PMC,Covid-19 Social Distancing: A risk factors Study,10.1000/000086,,,cc-by-nc,This study investigates immunity in relation to risk factors. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 4633 patients.,2021-09-25,"Jackson, R.; Taylor, P.",PLOS ONE,,cov_000086,,pdf_000086.json,pmc_000086.json,https://example.com/paper/86,s2_00000086
cord_uid_000087,sha_00000057,Custom,Vaccine: A diagnosis Study,10.1000/000087,,434640,cc-by-nc,This study investigates COVID-19 in relation to diagnosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 3162 patients.,2022-06-25,"Anderson, N.; Hernandez, J.; Wilson, M.",Clinical Infectious Diseases,mag_00000087,,,,,https://example.com/paper/87,
cord_uid_000088,sha_00000058,PubMed,Mortality Comorbidity Elderly: A pathogenesis Study,10.1000/000088,PMC0000088,,cc-by,This study investigates elderly in relation to pathogenesis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 3831 patients.,2020-07-21,"Anderson, N.; Martinez, I.",Clinical Infectious Diseases,,,,,,https://example.com/paper/88,s2_00000088
cord_uid_000089,sha_00000059,Custom,Sars-Cov-2 Variant Elderly: A long-term effects Study,10.1000/000089,PMC0000089,111060,cc0,This study investigates coronavirus in relation to long-term effects. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 2958 patients.,2022-04-05,"Martin, S.; Johnson, A.",JAMA,,cov_000089,,pdf_000089.json,,,
cord_uid_000090,sha_0000005a,PMC,Variant: A clinical trial Study,10.1000/000090,,,custom,This study investigates ventilator in relation to clinical trial. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 3457 patients.,2022-09-20,"Brown, C.",BMJ,,,,,,,s2_00000090
cord_uid_000091,sha_0000005b,PubMed,Transmission Elderly Outbreak: A prognosis Study,10.1000/000091,,,cc-by-nc,This study investigates elderly in relation to prognosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 1949 patients.,2021-04-13,"Garcia, E.; Martin, S.; Wilson, M.; Gonzalez, L.",Journal of Medical Virology,mag_00000091,cov_000091,,pdf_000091.json,,,
cord_uid_000092,sha_0000005c,WHO,Ventilator Icu: A respiratory Study,10.1000/000092,,,cc-by-nc,This study investigates asymptomatic in relation to respiratory. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 3265 patients.,2020-07-21,"Brown, C.; Lopez, K.; Jackson, R.; Anderson, N.; Garcia, E.",Clinical Infectious Diseases,,,,,,https://example.com/paper/92,
cord_uid_000093,sha_0000005d,PMC,Transmission Ventilator Social Distancing: A pathogenesis Study,10.1000/000093,PMC0000093,980690,custom,This study investigates transmission in relation to pathogenesis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 489 patients.,2020-11-19,"Smith, J.; Thomas, O.; Jones, D.",Scientific Reports,,,,,,,
cord_uid_000094,sha_0000005e,Custom,Ventilator Elderly Icu: A epidemiology Study,10.1000/000094,,133796,custom,This study investigates comorbidity in relation to epidemiology. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 4499 patients.,2022-06-24,"Moore, Q.; Johnson, A.; Anderson, N.",JAMA,,cov_000094,,pdf_000094.json,pmc_000094.json,,s2_00000094
cord_uid_000095,sha_0000005f,WHO,Outbreak Antibody Transmission: A long-term effects Study,10.1000/000095,PMC0000095,,custom,This study investigates vaccine in relation to long-term effects. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 536 patients.,2021-11-18,"Lopez, K.; Moore, Q.; Rodriguez, H.; Garcia, E.; Hernandez, J.",Emerging Infectious Diseases,,,,pdf_000095.json,,,
cord_uid_000096,sha_00000060,WHO,Immunity Ventilator Vaccine: A long-term effects Study,10.1000/000096,PMC0000096,988319,cc0,This study investigates lockdown in relation to long-term effects. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 3123 patients.,2021-04-20,"Williams, B.; Martin, S.; Gonzalez, L.; Taylor, P.",Clinical Infectious Diseases,mag_00000096,,,pdf_000096.json,pmc_000096.json,,s2_00000096
cord_uid_000097,,WHO,Lockdown Asymptomatic: A gastrointestinal Study,10.1000/000097,PMC0000097,,cc-by,This study investigates social distancing in relation to gastrointestinal. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 4784 patients.,2021-02-06,"Jackson, R.; Thomas, O.",Scientific Reports,,cov_000097,,pdf_000097.json,pmc_000097.json,https://example.com/paper/97,
cord_uid_000098,sha_00000062,WHO,Variant: A diagnosis Study,,,,cc0,This study investigates coronavirus in relation to diagnosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 1405 patients.,2021-06-14,"Gonzalez, L.",The Lancet,mag_00000098,,,,,,s2_00000098
cord_uid_000099,,CDC,Coronavirus Hospitalization: A risk factors Study,10.1000/000099,,108886,cc-by,This study investigates coronavirus in relation to risk factors. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 895 patients.,2020-08-27,"Lopez, K.; Martinez, I.; Jones, D.",Scientific Reports,,,,pdf_000099.json,,https://example.com/paper/99,
cord_uid_000100,sha_00000064,PubMed,Pandemic: A long-term effects Study,10.1000/000100,PMC0000100,,cc-by-nc,This study investigates immunity in relation to long-term effects. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 2626 patients.,2020-06-23,"Davis, G.; Rodriguez, H.",NEJM,mag_00000100,,,,,https://example.com/paper/100,s2_00000100
cord_uid_000101,,Custom,Pandemic Hospitalization: A complications Study,10.1000/000101,PMC0000101,,cc0,This study investigates outbreak in relation to complications. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 148 patients.,2022-09-09,"Hernandez, J.; Jones, D.; Gonzalez, L.",Nature,,,,pdf_000101.json,,https://example.com/paper/101,
cord_uid_000102,,Custom,Immunity Coronavirus: A respiratory Study,10.1000/000102,PMC0000102,781406,cc0,This study investigates elderly in relation to respiratory. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 1300 patients.,2022-03-30,"Williams, B.; Martinez, I.; Martin, S.",JAMA,mag_00000102,cov_000102,arXiv:2001.5005,,,https://example.com/paper/102,s2_00000102
cord_uid_000103,sha_00000067,PMC,Transmission Pandemic Covid-19: A cardiovascular Study,10.1000/000103,,451284,custom,This study investigates vaccine in relation to cardiovascular. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 1392 patients.,2021-08-25,"Lopez, K.; Taylor, P.; Jackson, R.; Rodriguez, H.",JAMA,mag_00000103,,arXiv:2020.2262,,,,s2_00000103
cord_uid_000104,,PubMed,Transmission Lockdown: A neurological Study,10.1000/000104,PMC0000104,,cc0,This study investigates pandemic in relation to neurological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 994 patients.,2020-11-06,,Cell,mag_00000104,cov_000104,,,,https://example.com/paper/104,
cord_uid_000105,sha_00000069,PubMed,Variant Pandemic Icu: A respiratory Study,10.1000/000105,,486839,cc-by,This study investigates SARS-CoV-2 in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 4275 patients.,2020-05-08,"Gonzalez, L.",JAMA,mag_00000105,,,,,https://example.com/paper/105,s2_00000105
cord_uid_000106,,CDC,Elderly Hospitalization Vaccine: A clinical trial Study,10.1000/000106,,162804,cc-by,This study investigates antibody in relation to clinical trial. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 4486 patients.,2021-01-04,"Smith, J.; Hernandez, J.; Martin, S.",Clinical Infectious Diseases,,,,pdf_000106.json,,https://example.com/paper/106,
cord_uid_000107,sha_0000006b,PMC,Pandemic Icu Vaccine: A respiratory Study,10.1000/000107,PMC0000107,433507,custom,This study investigates immunity in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 4701 patients.,2020-05-22,"Wilson, M.",JAMA,,cov_000107,,pdf_000107.json,,,
cord_uid_000108,,WHO,Pandemic Elderly: A prognosis Study,10.1000/000108,,,cc-by,This study investigates mortality in relation to prognosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 3845 patients.,2021-09-04,"Brown, C.; Williams, B.; Garcia, E.",BMJ,,,,pdf_000108.json,,https://example.com/paper/108,s2_00000108
cord_uid_000109,sha_0000006d,PMC,Pandemic: A complications Study,10.1000/000109,,952227,cc0,This study investigates pandemic in relation to complications. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 147 patients.,2022-12-31,"Davis, G.",Nature,mag_00000109,,,pdf_000109.json,,https://example.com/paper/109,s2_00000109
cord_uid_000110,,WHO,Testing: A clinical trial Study,10.1000/000110,,357724,cc-by-nc,This study investigates transmission in relation to clinical trial. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 3285 patients.,2020-08-07,"Smith, J.; Gonzalez, L.; Wilson, M.; Garcia, E.",Scientific Reports,,,,,,,s2_00000110
cord_uid_000111,sha_0000006f,WHO,Elderly: A neurological Study,10.1000/000111,PMC0000111,161437,custom,This study investigates COVID-19 in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 2991 patients.,2022-11-11,"Moore, Q.; Thomas, O.; Lopez, K.; Taylor, P.",Cell,,,,,,,
cord_uid_000112,sha_00000070,WHO,Comorbidity: A gastrointestinal Study,10.1000/000112,PMC0000112,297377,custom,This study investigates immunity in relation to gastrointestinal. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 1492 patients.,2020-03-24,,Cell,,,,,,https://example.com/paper/112,
